word,lemma,part_of_speech,tag
from,from,ADP,IN
from,from,ADP,IN
frontiers,frontier,NOUN,NNS
fulfilling,fulfil,VERB,VBG
fully,fully,ADV,RB
fully,fully,ADV,RB
fully,fully,ADV,RB
functions,function,NOUN,NNS
further,far,ADV,RB
further,far,ADV,RB
future,future,NOUN,NN
gaining,gain,VERB,VBG
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
game,game,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
gameplay,gameplay,NOUN,NN
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
games,game,NOUN,NNS
gamesoundcon,GameSoundCon,NOUN,NNS
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gaming,gaming,NOUN,NN
gather,gather,VERB,VB
gathering,gather,VERB,VBG
generate,generate,VERB,VBP
generation,generation,NOUN,NN
get,get,VERB,VB
goes,go,VERB,VBZ
goes,go,VERB,VBZ
goes,go,VERB,VBZ
gone,go,VERB,VBN
graphics,graphic,NOUN,NNS
greatly,greatly,ADV,RB
guide,guide,NOUN,NN
guide,guide,VERB,VB
guide,guide,VERB,VB
guide,guide,NOUN,NN
guiding,guide,VERB,VBG
harnessing,harness,VERB,VBG
harnessing,harness,VERB,VBG
harnessing,harness,VERB,VBG
has,have,VERB,VBZ
has,have,VERB,VBZ
has,have,AUX,VBZ
has,have,AUX,VBZ
has,have,AUX,VBZ
has,have,VERB,VBZ
has,have,VERB,VBZ
has,have,VERB,VBZ
has,have,AUX,VBZ
has,have,AUX,VBZ
has,have,AUX,VBZ
has,have,VERB,VBZ
has,have,AUX,VBZ
haunting,haunting,ADJ,JJ
haunting,haunting,ADJ,JJ
have,have,AUX,VBP
have,have,VERB,VBP
have,have,AUX,VBP
have,have,AUX,VBP
have,have,VERB,VBP
have,have,AUX,VBP
have,have,AUX,VBP
have,have,VERB,VBP
have,have,AUX,VBP
hearing,hearing,NOUN,NN
hearing,hear,VERB,VBG
heartbreaking,heartbreaking,ADJ,JJ
heavily,heavily,ADV,RB
heightened,heighten,VERB,VBN
heightening,heighten,VERB,VBG
heightening,heighten,VERB,VBG
heights,height,NOUN,NNS
heights,height,NOUN,NNS
help,help,VERB,VB
helping,help,VERB,VBG
helps,help,VERB,VBZ
helps,help,VERB,VBZ
here,here,ADV,RB
here,here,ADV,RB
here,here,ADV,RB
here,here,ADV,RB
here,here,ADV,RB
hidden,hide,VERB,VBN
high,high,ADJ,JJ
high,high,ADJ,JJ
high,high,ADJ,JJ
highlight,highlight,VERB,VBP
highlight,highlight,VERB,VBP
hints,hint,NOUN,NNS
holds,hold,VERB,VBZ
honors,honor,VERB,VBZ
horror,horror,NOUN,NN
horror,horror,NOUN,NN
how,how,SCONJ,WRB
how,how,SCONJ,WRB
however,however,ADV,RB
identify,identify,VERB,VB
immerse,immerse,ADJ,JJ
immersed,immerse,VERB,VBN
immerses,immerse,VERB,VBZ
immersing,immerse,VERB,VBG
immersion,immersion,NOUN,NN
immersion,immersion,NOUN,NN
immersion,immersion,ADJ,JJ
immersion,immersion,ADJ,JJ
immersion,immersion,NOUN,NN
immersion,immersion,NOUN,NN
immersion,immersion,NOUN,NN
immersion,immersion,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
immersive,immersive,ADJ,JJ
impact,impact,NOUN,NN
impact,impact,NOUN,NN
impact,impact,NOUN,NN
impact,impact,NOUN,NN
impact,impact,NOUN,NN
impactful,impactful,ADJ,JJ
impactful,impactful,ADJ,JJ
impactful,impactful,ADJ,JJ
impairments,impairment,NOUN,NNS
implement,implement,VERB,VB
implementation,implementation,NOUN,NN
implementing,implement,VERB,VBG
importance,importance,NOUN,NN
importance,importance,NOUN,NN
importance,importance,NOUN,NN
importance,importance,NOUN,NN
important,important,ADJ,JJ
important,important,ADJ,JJ
improve,improve,VERB,VB
improve,improve,VERB,VB
improving,improve,VERB,VBG
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
in,in,ADP,IN
include,include,VERB,VBP
includes,include,VERB,VBZ
incorporating,incorporate,VERB,VBG
incorporating,incorporate,VERB,VBG
increase,increase,VERB,VB
increase,increase,VERB,VB
increased,increase,VERB,VBN
increasing,increase,VERB,VBG
increasing,increase,VERB,VBG
increasing,increase,VERB,VBG
incredible,incredible,ADJ,JJ
incredibly,incredibly,ADV,RB
indicating,indicate,VERB,VBG
industry,industry,NOUN,NN
industry,industry,NOUN,NN
industry,industry,NOUN,NN
industry,industry,NOUN,NN
industry,industry,NOUN,NN
industry,industry,NOUN,NN
industry,industry,NOUN,NN
influence,influence,NOUN,NN
influential,influential,ADJ,JJ
information,information,NOUN,NN
information,information,NOUN,NN
information,information,NOUN,NN
innovations,innovation,NOUN,NNS
innovative,innovative,ADJ,JJ
inspiring,inspiring,ADJ,JJ
integral,integral,ADJ,JJ
integrate,integrate,VERB,VB
integrates,integrate,VERB,VBZ
integrating,integrate,VERB,VBG
integration,integration,NOUN,NN
integration,integration,NOUN,NN
integration,integration,NOUN,NN
intense,intense,ADJ,JJ
intensify,intensify,VERB,VB
intensifying,intensify,VERB,VBG
interactive,interactive,ADJ,JJ
interactive,interactive,ADJ,JJ
into,into,ADP,IN
into,into,ADP,IN
into,into,ADP,IN
into,into,ADP,IN
intricacies,intricacy,NOUN,NNS
intricate,intricate,ADJ,JJ
invest,invest,VERB,VB
invest,invest,VERB,VBP
invisible,invisible,ADJ,JJ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
is,be,AUX,VBZ
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
it,it,PRON,PRP
its,its,PRON,PRP$
its,its,PRON,PRP$
its,its,PRON,PRP$
its,its,PRON,PRP$
its,its,PRON,PRP$
itself,itself,PRON,PRP
journey,journey,NOUN,NN
journey,journey,NOUN,NN
journey,journey,NOUN,NN
joy,joy,NOUN,NN
just,just,ADV,RB
keep,keep,VERB,VB
keeping,keep,VERB,VBG
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
key,key,ADJ,JJ
landscape,landscape,NOUN,NN
layer,layer,NOUN,NN
layer,layer,NOUN,NN
leading,lead,VERB,VBG
leaves,leave,NOUN,NNS
leitmotifs,leitmotif,NOUN,NNS
let,let,VERB,VB
let,let,VERB,VB
let,let,VERB,VB
let,let,VERB,VB
level,level,NOUN,NN
level,level,NOUN,NN
levels,level,NOUN,NNS
levels,level,NOUN,NNS
life,life,NOUN,NN
lifelike,lifelike,ADJ,JJ
like,like,ADP,IN
like,like,SCONJ,IN
locate,locate,VERB,VB
long,long,ADV,RB
longer,long,ADJ,JJR
look,look,NOUN,NN
looking,look,VERB,VBG
low,low,ADJ,JJ
magic,magic,NOUN,NN
main,main,ADJ,JJ
make,make,VERB,VB
make,make,VERB,VB
make,make,VERB,VB
make,make,VERB,VB
make,make,VERB,VB
make,make,VERB,VB
making,make,VERB,VBG
making,make,VERB,VBG
market,market,NOUN,NN
marketsandmarkets,marketsandmarket,NOUN,NNS
may,may,AUX,MD
mechanic,mechanic,NOUN,NN
mechanics,mechanic,NOUN,NNS
mechanics,mechanic,NOUN,NNS
melodic,melodic,ADJ,JJ
melodies,melody,NOUN,NNS
melodies,melody,NOUN,NNS
melodies,melody,NOUN,NNS
melodies,melody,NOUN,NNS
melody,melody,NOUN,NN
melody,melody,NOUN,NN
memorable,memorable,ADJ,JJ
memorable,memorable,ADJ,JJ
memorable,memorable,ADJ,JJ
meticulous,meticulous,ADJ,JJ
moderate,moderate,ADJ,JJ
modern,modern,ADJ,JJ
moment,moment,NOUN,NN
moment,moment,NOUN,NN
moment,moment,NOUN,NN
moment,moment,NOUN,NN
moments,moment,NOUN,NNS
moments,moment,NOUN,NNS
moments,moment,NOUN,NNS
moments,moment,NOUN,NNS
moments,moment,NOUN,NNS
mood,mood,NOUN,NN
mood,mood,NOUN,NN
mood,mood,NOUN,NN
mood,mood,NOUN,NN
more,more,ADV,RBR
more,more,ADV,RBR
more,more,ADV,RBR
more,more,ADJ,JJR
more,more,ADJ,JJR
more,more,ADV,RBR
more,more,ADJ,JJR
more,more,ADV,RBR
more,more,ADJ,JJR
more,more,ADV,RBR
more,more,ADV,RBR
more,more,ADJ,JJR
moreover,moreover,ADV,RB
most,most,ADJ,JJS
motion,motion,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
music,music,NOUN,NN
musical,musical,ADJ,JJ
musicians,musician,NOUN,NNS
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
narrative,narrative,NOUN,NN
nature,nature,NOUN,NN
nearby,nearby,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
new,new,ADJ,JJ
next,next,ADJ,JJ
next,next,ADJ,JJ
normal,normal,ADJ,JJ
nostalgia,nostalgia,NOUN,NN
nostalgic,nostalgic,ADJ,JJ
not,not,PART,RB
not,not,PART,RB
not,not,PART,RB
now,now,INTJ,UH
nuances,nuance,NOUN,NNS
numerous,numerous,ADJ,JJ
objects,object,NOUN,NNS
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
of,of,ADP,IN
off,off,ADP,IN
often,often,ADV,RB
often,often,ADV,RB
often,often,ADV,RB
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
on,on,ADP,IN
one,one,NUM,CD
one,one,NUM,CD
ones,one,NOUN,NNS
only,only,ADV,RB
only,only,ADV,RB
only,only,ADV,RB
opportunity,opportunity,NOUN,NN
opt,opt,VERB,VB
optimize,optimize,VERB,VB
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
or,or,CCONJ,CC
orchestral,orchestral,ADJ,JJ
orchestrate,orchestrate,VERB,VB
original,original,ADJ,JJ
our,our,PRON,PRP$
our,our,PRON,PRP$
outstanding,outstanding,ADJ,JJ
over,over,ADP,IN
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
overall,overall,ADJ,JJ
own,own,ADJ,JJ
packed,pack,VERB,VBN
paired,pair,VERB,VBN
part,part,NOUN,NN
part,part,NOUN,NN
part,part,NOUN,NN
partner,partner,NOUN,NN
pause,pause,VERB,VB
peaks,peak,NOUN,NNS
performance,performance,NOUN,NN
performance,performance,NOUN,NN
periods,period,NOUN,NNS
piece,piece,NOUN,NN
pivotal,pivotal,ADJ,JJ
platforms,platform,NOUN,NNS
platforms,platform,NOUN,NNS
play,play,VERB,VB
play,play,VERB,VBP
play,play,VERB,VB
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
player,player,NOUN,NN
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
players,player,NOUN,NNS
playing,play,VERB,VBG
plays,play,VERB,VBZ
plays,play,VERB,VBZ
plays,play,VERB,VBZ
plays,play,VERB,VBZ
plays,play,VERB,VBZ
playtesting,playtesting,NOUN,NN
pleasing,pleasing,ADJ,JJ
plot,plot,NOUN,NN
plot,plot,NOUN,NN
points,point,NOUN,NNS
points,point,NOUN,NNS
popular,popular,ADJ,JJ
possibilities,possibility,NOUN,NNS
possibilities,possibility,NOUN,NNS
possibilities,possibility,NOUN,NNS
potential,potential,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
power,power,NOUN,NN
powerful,powerful,ADJ,JJ
powerful,powerful,ADJ,JJ
powerful,powerful,ADJ,JJ
practical,practical,ADJ,JJ
presence,presence,NOUN,NN
present,present,VERB,VBP
procedural,procedural,ADJ,JJ
processing,processing,NOUN,NN
produce,produce,VERB,VB
professional,professional,ADJ,JJ
provide,provide,VERB,VB
provide,provide,VERB,VBP
provide,provide,VERB,VBP
provide,provide,VERB,VBP
provides,provide,NOUN,NNS
provides,provide,VERB,VBZ
providing,provide,VERB,VBG
providing,provide,VERB,VBG
purpose,purpose,NOUN,NN
push,push,VERB,VB
push,push,VERB,VB
puzzle,puzzle,NOUN,NN
quality,quality,NOUN,NN
quality,quality,NOUN,NN
quality,quality,NOUN,NN
raindrops,raindrop,NOUN,NNS
reach,reach,VERB,VB
reached,reach,VERB,VBN
reactive,reactive,ADJ,JJ
real,real,ADJ,JJ
realistic,realistic,ADJ,JJ
realistic,realistic,ADJ,JJ
realistic,realistic,ADJ,JJ
realistic,realistic,ADJ,JJ
reality,reality,NOUN,NN
reality,reality,NOUN,NN
reality,reality,NOUN,NN
reality,reality,NOUN,NN
reality,reality,NOUN,NN
reality,reality,NOUN,NN
reasons,reason,NOUN,NNS
receive,receive,VERB,VBP
received,receive,VERB,VBN
recent,recent,ADJ,JJ
recent,recent,ADJ,JJ
recognition,recognition,NOUN,NN
recognition,recognition,NOUN,NN
recognizable,recognizable,ADJ,JJ
recognize,recognize,VERB,VB
recognized,recognize,VERB,VBN
recognized,recognize,VERB,VBN
recognized,recognize,VERB,VBN
recognizing,recognize,VERB,VBG
recording,recording,NOUN,NN
recording,recording,NOUN,NN
recurring,recur,VERB,VBG
refers,refer,VERB,VBZ
refine,refine,VERB,VB
regularly,regularly,ADV,RB
reinforce,reinforce,VERB,VBP
reinforce,reinforce,VERB,VB
reinforcing,reinforce,VERB,VBG
rely,rely,VERB,VBP
rely,rely,VERB,VB
remember,remember,VERB,VBP
remember,remember,VERB,VB
renowned,renowned,ADJ,JJ
report,report,NOUN,NN
research,research,NOUN,NN
researchers,researcher,NOUN,NNS
respond,respond,VERB,VBP
respond,respond,VERB,VBP
respond,respond,VERB,VBP
responding,respond,VERB,VBG
responses,response,NOUN,NNS
responsibilities,responsibility,NOUN,NNS
responsible,responsible,ADJ,JJ
result,result,NOUN,NN
revolutionizing,revolutionize,VERB,VBG
rewards,reward,NOUN,NNS
rewards,reward,NOUN,NNS
right,right,ADJ,JJ
right,right,ADJ,JJ
right,right,ADJ,JJ
right,right,ADJ,JJ
right,right,ADJ,JJ
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
role,role,NOUN,NN
rustling,rustle,VERB,VBG
sadness,sadness,NOUN,NN
satisfaction,satisfaction,NOUN,NN
scenarios,scenario,NOUN,NNS
scenes,scene,NOUN,NNS
score,score,NOUN,NN
score,score,NOUN,NN
seamless,seamless,ADJ,JJ
seamlessly,seamlessly,ADV,RB
seamlessly,seamlessly,ADV,RB
secrets,secret,NOUN,NNS
see,see,VERB,VB
sense,sense,NOUN,NN
sense,sense,NOUN,NN
sense,sense,NOUN,NN
sense,sense,NOUN,NN
sense,sense,NOUN,NN
senses,sense,NOUN,NNS
senses,sense,NOUN,NNS
sequences,sequence,NOUN,NNS
sequences,sequence,NOUN,NNS
serene,serene,ADJ,JJ
serve,serve,VERB,VB
serves,serve,VERB,VBZ
sessions,session,NOUN,NNS
set,set,VERB,VBD
set,set,VERB,VB
set,set,VERB,VBD
set,set,VERB,VBN
set,set,VERB,VBN
sets,set,VERB,VBZ
setting,set,VERB,VBG
setting,set,VERB,VBG
setting,set,VERB,VBG
setting,set,VERB,VBG
setting,set,VERB,VBG
shape,shape,NOUN,NN
should,should,AUX,MD
shown,show,VERB,VBN
shown,show,VERB,VBN
shown,show,VERB,VBN
signaling,signal,VERB,VBG
significance,significance,NOUN,NN
significance,significance,NOUN,NN
significance,significance,NOUN,NN
significantly,significantly,ADV,RB
significantly,significantly,ADV,RB
significantly,significantly,ADV,RB
similar,similar,ADJ,JJ
since,since,SCONJ,IN
so,so,ADV,RB
so,so,ADV,RB
solely,solely,ADV,RB
solving,solving,NOUN,NN
some,some,DET,DT
some,some,DET,DT
some,some,DET,DT
some,some,DET,DT
some,some,DET,DT
sonic,sonic,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sound,sound,ADJ,JJ
sound,sound,NOUN,NN
sound,sound,ADJ,JJ
sounds,sound,NOUN,NNS
sounds,sound,VERB,VBZ
sounds,sound,VERB,VBZ
sounds,sound,NOUN,NNS
sounds,sound,NOUN,NNS
sounds,sound,VERB,VBZ
sounds,sound,VERB,VBZ
soundscape,soundscape,NOUN,NN
soundscape,soundscape,NOUN,NN
soundscape,soundscape,NOUN,NN
soundscape,soundscape,NOUN,NN
soundscapes,soundscape,NOUN,NNS
soundtrack,soundtrack,NOUN,NN
soundtrack,soundtrack,NOUN,NN
soundtrack,soundtrack,NOUN,NN
soundtrack,soundtrack,NOUN,NN
soundtrack,soundtrack,NOUN,NN
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
